occupation,industry,year,employment
Managers & Administrators (Including Working Proprietors),Wholesale & Retail Trade,2008,71.8
Managers & Administrators (Including Working Proprietors),Transportation & Storage,2008,19.7
Managers & Administrators (Including Working Proprietors),Accommodation & Food Services,2008,11.1
Managers & Administrators (Including Working Proprietors),Information & Communications,2008,24.6
Managers & Administrators (Including Working Proprietors),Financial & Insurance Services,2008,24.2
Managers & Administrators (Including Working Proprietors),Real Estate Services,2008,6.4
Managers & Administrators (Including Working Proprietors),Professional Services,2008,22.4
Managers & Administrators (Including Working Proprietors),Administrative & Support Services,2008,10.6
Managers & Administrators (Including Working Proprietors),Public Administration & Education Services,2008,10.9
Managers & Administrators (Including Working Proprietors),Health & Social Services,2008,4.9
Managers & Administrators (Including Working Proprietors),"Arts, Entertainment & Recreation",2008,2.8
Managers & Administrators (Including Working Proprietors),"Other Community, Social & Personal Services",2008,8.6
Managers & Administrators (Including Working Proprietors),Other Industries Nes,2008,3.5
Professionals,All Industries,2008,334.5
Professionals,Manufacturing,2008,59.6
Professionals,Construction,2008,12
Professionals,Services,2008,260.1
Professionals,Wholesale & Retail Trade,2008,17
Professionals,Transportation & Storage,2008,10.9
Professionals,Accommodation & Food Services,2008,1.7
Professionals,Information & Communications,2008,35.3
Professionals,Financial & Insurance Services,2008,40.6
Professionals,Real Estate Services,2008,3.2
Professionals,Professional Services,2008,44.4
Professionals,Administrative & Support Services,2008,3.2
Professionals,Public Administration & Education Services,2008,63.6
Professionals,Health & Social Services,2008,32.6
Professionals,"Arts, Entertainment & Recreation",2008,2.3
Professionals,"Other Community, Social & Personal Services",2008,5.1
Professionals,Other Industries Nes,2008,2.8
Associate Professionals & Technicians,All Industries,2008,307.8
Associate Professionals & Technicians,Manufacturing,2008,61.5
Associate Professionals & Technicians,Construction,2008,12.6
Associate Professionals & Technicians,Services,2008,226.6
Associate Professionals & Technicians,Wholesale & Retail Trade,2008,29
Associate Professionals & Technicians,Transportation & Storage,2008,20.8
Associate Professionals & Technicians,Accommodation & Food Services,2008,3.6
Associate Professionals & Technicians,Information & Communications,2008,14.3
Associate Professionals & Technicians,Financial & Insurance Services,2008,32.2
Associate Professionals & Technicians,Real Estate Services,2008,20.6
Associate Professionals & Technicians,Professional Services,2008,19.8
Associate Professionals & Technicians,Administrative & Support Services,2008,8.6
Associate Professionals & Technicians,Public Administration & Education Services,2008,51.9
Associate Professionals & Technicians,Health & Social Services,2008,13.6
Associate Professionals & Technicians,"Arts, Entertainment & Recreation",2008,5.6
Associate Professionals & Technicians,"Other Community, Social & Personal Services",2008,6.7
Associate Professionals & Technicians,Other Industries Nes,2008,7
Clerical Support Workers,All Industries,2008,237
Clerical Support Workers,Manufacturing,2008,34.6
Clerical Support Workers,Construction,2008,10.6
Clerical Support Workers,Services,2008,189.5
Clerical Support Workers,Wholesale & Retail Trade,2008,35.9
Clerical Support Workers,Transportation & Storage,2008,33.7
Clerical Support Workers,Accommodation & Food Services,2008,5.9
Clerical Support Workers,Information & Communications,2008,9.2
Clerical Support Workers,Financial & Insurance Services,2008,24.5
Clerical Support Workers,Real Estate Services,2008,5.6
Clerical Support Workers,Professional Services,2008,18.4
Clerical Support Workers,Administrative & Support Services,2008,12.8
Clerical Support Workers,Public Administration & Education Services,2008,20
Clerical Support Workers,Health & Social Services,2008,14.3
Clerical Support Workers,"Arts, Entertainment & Recreation",2008,2.5
Clerical Support Workers,"Other Community, Social & Personal Services",2008,6.8
Clerical Support Workers,Other Industries Nes,2008,2.2
Service & Sales Workers,All Industries,2008,219.3
Service & Sales Workers,Manufacturing,2008,4.5
Service & Sales Workers,Construction,2008,0.4
Service & Sales Workers,Services,2008,213.9
Service & Sales Workers,Wholesale & Retail Trade,2008,87.6
Service & Sales Workers,Transportation & Storage,2008,9.7
Service & Sales Workers,Accommodation & Food Services,2008,48.3
Service & Sales Workers,Information & Communications,2008,1.4
Service & Sales Workers,Financial & Insurance Services,2008,0.7
Service & Sales Workers,Real Estate Services,2008,1.2
Service & Sales Workers,Professional Services,2008,0.9
Service & Sales Workers,Administrative & Support Services,2008,21.8
Service & Sales Workers,Public Administration & Education Services,2008,14.1
Service & Sales Workers,Health & Social Services,2008,4.1
Service & Sales Workers,"Arts, Entertainment & Recreation",2008,4.5
Service & Sales Workers,"Other Community, Social & Personal Services",2008,19.6
Service & Sales Workers,Other Industries Nes,2008,0.5
Craftsmen & Related Trades Workers,All Industries,2008,90.8
Craftsmen & Related Trades Workers,Manufacturing,2008,34.1
Craftsmen & Related Trades Workers,Construction,2008,29.8
Craftsmen & Related Trades Workers,Services,2008,25.5
Craftsmen & Related Trades Workers,Wholesale & Retail Trade,2008,4.6
Craftsmen & Related Trades Workers,Transportation & Storage,2008,2.8
Craftsmen & Related Trades Workers,Accommodation & Food Services,2008,1.6
Craftsmen & Related Trades Workers,Information & Communications,2008,1
Craftsmen & Related Trades Workers,Financial & Insurance Services,2008,0
Craftsmen & Related Trades Workers,Real Estate Services,2008,1.3
Craftsmen & Related Trades Workers,Professional Services,2008,1.4
Craftsmen & Related Trades Workers,Administrative & Support Services,2008,1.9
Craftsmen & Related Trades Workers,Public Administration & Education Services,2008,0.4
Craftsmen & Related Trades Workers,Health & Social Services,2008,0.2
Craftsmen & Related Trades Workers,"Arts, Entertainment & Recreation",2008,0.6
Craftsmen & Related Trades Workers,"Other Community, Social & Personal Services",2008,9.6
Craftsmen & Related Trades Workers,Other Industries Nes,2008,1.4
Plant & Machine Operators & Assemblers,All Industries,2008,157.4
Plant & Machine Operators & Assemblers,Manufacturing,2008,51
Plant & Machine Operators & Assemblers,Construction,2008,7.3
Plant & Machine Operators & Assemblers,Services,2008,97
Plant & Machine Operators & Assemblers,Wholesale & Retail Trade,2008,12.7
Plant & Machine Operators & Assemblers,Transportation & Storage,2008,73.1
Plant & Machine Operators & Assemblers,Accommodation & Food Services,2008,2.1
Plant & Machine Operators & Assemblers,Information & Communications,2008,0.6
Plant & Machine Operators & Assemblers,Financial & Insurance Services,2008,0.5
Plant & Machine Operators & Assemblers,Real Estate Services,2008,0.2
Plant & Machine Operators & Assemblers,Professional Services,2008,1.3
Plant & Machine Operators & Assemblers,Administrative & Support Services,2008,2.4
Plant & Machine Operators & Assemblers,Public Administration & Education Services,2008,0.1
Plant & Machine Operators & Assemblers,Health & Social Services,2008,0.5
Plant & Machine Operators & Assemblers,"Arts, Entertainment & Recreation",2008,0.3
Plant & Machine Operators & Assemblers,"Other Community, Social & Personal Services",2008,3.3
Plant & Machine Operators & Assemblers,Other Industries Nes,2008,2.1
"Cleaners, Labourers & Related Workers",All Industries,2008,138.5
"Cleaners, Labourers & Related Workers",Manufacturing,2008,9.5
"Cleaners, Labourers & Related Workers",Construction,2008,7.9
"Cleaners, Labourers & Related Workers",Services,2008,118.5
"Cleaners, Labourers & Related Workers",Wholesale & Retail Trade,2008,10.8
"Cleaners, Labourers & Related Workers",Transportation & Storage,2008,11.7
"Cleaners, Labourers & Related Workers",Accommodation & Food Services,2008,45.6
"Cleaners, Labourers & Related Workers",Information & Communications,2008,0.8
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2008,0.8
"Cleaners, Labourers & Related Workers",Real Estate Services,2008,2.4
"Cleaners, Labourers & Related Workers",Professional Services,2008,1
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2008,26
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2008,5.1
"Cleaners, Labourers & Related Workers",Health & Social Services,2008,4.1
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2008,2.2
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2008,8.1
"Cleaners, Labourers & Related Workers",Other Industries Nes,2008,2.7
"Cleaners, Labourers & Related Workers",Other Occupation Groups Nes,2008,63.4
"Cleaners, Labourers & Related Workers",Manufacturing,2008,0
"Cleaners, Labourers & Related Workers",Construction,2008,0
"Cleaners, Labourers & Related Workers",Services,2008,62.9
"Cleaners, Labourers & Related Workers",Wholesale & Retail Trade,2008,0.1
"Cleaners, Labourers & Related Workers",Transportation & Storage,2008,0
"Cleaners, Labourers & Related Workers",Accommodation & Food Services,2008,0
"Cleaners, Labourers & Related Workers",Information & Communications,2008,0
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2008,0
"Cleaners, Labourers & Related Workers",Real Estate Services,2008,0
"Cleaners, Labourers & Related Workers",Professional Services,2008,0
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2008,0
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2008,62.4
"Cleaners, Labourers & Related Workers",Health & Social Services,2008,0
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2008,0.3
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2008,0.1
"Cleaners, Labourers & Related Workers",Other Industries Nes,2008,0.6
"All Occupation Groups, (Total Employed Residents)",All Industries,2007,1803.2
"All Occupation Groups, (Total Employed Residents)",Manufacturing,2007,304.5
"All Occupation Groups, (Total Employed Residents)",Construction,2007,100.8
"All Occupation Groups, (Total Employed Residents)",Services,2007,1377.3
"All Occupation Groups, (Total Employed Residents)",Wholesale & Retail Trade,2007,277
"All Occupation Groups, (Total Employed Residents)",Transportation & Storage,2007,179.9
"All Occupation Groups, (Total Employed Residents)",Accommodation & Food Services,2007,123.1
"All Occupation Groups, (Total Employed Residents)",Information & Communications,2007,87.8
"All Occupation Groups, (Total Employed Residents)",Financial & Insurance Services,2007,109.7
"All Occupation Groups, (Total Employed Residents)",Real Estate Services,2007,38.5
"All Occupation Groups, (Total Employed Residents)",Professional Services,2007,97.2
"All Occupation Groups, (Total Employed Residents)",Administrative & Support Services,2007,88.2
"All Occupation Groups, (Total Employed Residents)",Public Administration & Education Services,2007,220.5
"All Occupation Groups, (Total Employed Residents)",Health & Social Services,2007,69.9
"All Occupation Groups, (Total Employed Residents)","Arts, Entertainment & Recreation",2007,22.1
